Môn học,Lớp,Chủ đề,Thể loại,Câu hỏi,Câu trả lời,Hướng dẫn giải
Toán,7,HÌnh học,Lý thuyết,Hai tam giác bằng nhau khi nào ?,Hai tam giác ABC và A'B'C'bằng nhau nếu chúng có các cạnh tương ứng bằng nhau và các góc tương ứng bằng nhau ,
Toán,7,HÌnh học,Lý thuyết,Tam giác cân là gì ?,Tam giác cân là tam giác có hai cạnh bằng nhau.,
Toán,7,HÌnh học,Lý thuyết,Tính chất của tam giác cân,"Trong tam giác cân, hai góc ở đáy bằng nhau.
Tam giác có hai góc ở đáy bằng nhau thì tam giác đó là tam giác cân.",
Toán,7,HÌnh học,Lý thuyết,Đường trung trực của một đoạn thẳng là gì ?,"Đường thẳng vuông góc với đoạn thẳng tại trung điểm của nó được gọi là đường trung trực của đoạn thẳng đó.
Ví dụ:
Đường thẳng d vuông góc với đoạn AB tại M và M là trung điểm của AB. Khi đó d được gọi là đường trung trực của đoạn thẳng AB.",
Toán,7,HÌnh học,Lý thuyết,Biểu đồ đoạn thẳng dùng đề làm gì ?,Biểu đồ đoạn thẳng thường được dùng để biểu diễn sự thay đổi của một đại lượng theo thời gian.,
Toán,7,Đại số,Lý thuyết,Biểu thức số là gì ?,"Các số được nối với nhau bởi dấu các phép tính cộng, trừ, nhân, chia, nâng lên lũy thừa tạo thành một biểu thức
Ví dụ:
3 + 7 – 2; 4. 5: 2; 2. (5 + 8) là những biểu thức số",
Toán,7,Đại số,Lý thuyết,Biểu thức đại số là gì ?,Biểu thức chỉ chứa số hoặc chỉ chứa chữ hoặc chứa cả số và chữ gọi chung là biểu thức đại số.,
Toán,7,Đại số,Lý thuyết,Biến số là gì ?,"Trong một biểu thức đại số, các chữ (nếu có) dùng để thay thế hay đại diện cho những số nào đó được gọi là các biến số (gọi tắt là các biến).
Ví dụ : Biểu thức đại số: x.y + 2.y – 1 thì x và y được gọi là các biến số",
Toán,7,Đại số,Lý thuyết,Đơn thức một biến là gì ?,"Đơn thức một biến (gọi tắt là đơn thức) là biểu thức đại số có dạng tích của một số thực với một lũy thừa của biến, trong đó số thực gọi là hệ số, số mũ của lũy thừa của biến gọi là bậc của đơn thức",
Toán,7,Đại số,Lý thuyết,Cách cộng và trừ hai đơn thức cùng bậc,Cộng (hay trừ) hai đơn thức cùng bậc bằng cách cộng (hay trừ) các hệ số với nhau và giữ nguyên lũy thừa của biến. Tổng nhận được là một đơn thức.,
Toán,7,Đại số,Lý thuyết,Cách nhân hai đơn thức ,Nhân hai đơn thức tùy ý bằng cách nhân hai hệ số với nhau và nhân hai lũy thừa của biến với nhau. Tích nhận được là một đơn thức.,
Toán,7,Đại số,Lý thuyết,Đa thức một biến là gì ?,"Đa thức một biến (gọi tắt là đa thức) là tổng của những đơn thức của cùng một biến; mỗi đơn thức trong tổng gọi là một hạng tử của đa thức đó.
Một đơn thức cũng là một đa thức.
Số 0 cũng được coi là một đa thức, gọi là đa thức không.",
Toán,7,Đại số,Lý thuyết,Cách cộng hai đa thức một biến,"Cách 1: Viết hai đa thức trong dấu ngoặc rồi nối chúng bởi dấu “+”. Sau đó bỏ ngoặc rồi nhóm các hạng tử cùng bậc và thu gọn.
Cách 2: Đặt tính cộng sao cho các hạng tử cùng bậc của hai đa thức thì thẳng cột với nhau rồi cộng theo từng cột. Nếu đa thức khuyết một hạng tử bậc nào đó thì ta để một khoảng trống ứng với hạng tử đó",
Toán,7,Đại số,Lý thuyết,Cách trừ hai đa thức một biến,"Cách 1: Viết hai đa thức trong dấu ngoặc rồi nối chúng bởi dấu “–”. Sau đó bỏ ngoặc rồi nhóm các hạng tử cùng bậc và thu gọn.
Cách 2: Đặt tính trừ sao cho các hạng tử cùng bậc của hai đa thức thì thẳng cột với nhau rồi trừ theo từng cột. Nếu đa thức khuyết một hạng tử bậc nào đó thì ta để một khoảng trống ứng với hạng tử đó.",
Toán,7,Đại số,Lý thuyết,Cách nhân đơn thức với đa thức,"Muốn nhân một đơn thức với một đa thức, ta nhân đơn thức vời từng hạng tử của đa thức rồi cộng các tích với nhau.",
Toán,7,Đại số,Lý thuyết,Cách nhân đa thức với đa thức,"Muốn nhân một đa thức với một đa thức, ta nhân mỗi hạng tử của đa thức này với từng hạng tử của đa thức kia rồi cộng các tích với nhau.",
Toán,7,HÌnh học,Lý thuyết,Khái niệm về hình hộp chữ nhật,"Hình hộp chữ nhật có 6 mặt là các hình chữ nhật, 8 đỉnh, 12 cạnh, 4 đường chéo, các cạnh bên song song và bằng nhau.",
Toán,7,HÌnh học,Lý thuyết,Khái niệm Hình lập phương,Hình lập phương là hình hộp chữ nhật có 6 mặt là các hình vuông.,
Toán,7,HÌnh học,Lý thuyết,Diện tích xung quanh hình hộp chữ nhật,Sxq = 2.(a + b ).c,
Toán,7,HÌnh học,Lý thuyết,Diện tích xung quanh hình lập phương,Sxq = 4a2,
Toán,7,HÌnh học,Lý thuyết,Thể tích hình hộp chữ nhật,V = abc,
Toán,7,HÌnh học,Lý thuyết,Thể tích hình lập phương,V = a3,
Toán,7,HÌnh học,Lý thuyết,Hình lăng trụ đứng tam giác là gì ?,"Trong hình lăng trụ đứng tam giác (tứ giác):
+ Hai mặt đáy song song với nhau.
+ Các mặt bên là những hình chữ nhật.
+ Các cạnh bên song song và bằng nhau.
–Độ dài một cạnh bên gọi là chiều cao của lăng trụ đứng.
–Hình hộp chữ nhật và hình lập phương cũng là các hình lăng trụ đứng tứ giác",
Toán,7,HÌnh học,Lý thuyết,Diện tích xung quanh của hình lăng trụ đứng ,"Sxq = C. h
C : là chu vi của lăng trụ đứng
h : chiều cao của lăng trụ đứng",
Toán,7,HÌnh học,Lý thuyết,Thể tích của hình lăng trụ đứng ,V = Sđáy . h,
Toán,8,Đại số,Lý thuyết,Hằng đẳng thức là gì ?,"Hằng đẳng thức là đẳng thức mà hai vế luôn cùng nhận một giá trị khi thay các chữ trong đẳng thức bằng các số tùy ý.
Ví dụ : a + b = b + a, a(b – c) = a.b – a.c",
Toán,8,Đại số,Lý thuyết,Bảng các hằng đẳng thức đáng nhớ,"A2 – B2 = (A – B)(A + B)
(A + B)2 = A2 + 2AB + B2
(A – B)2 = A2 – 2AB + B2
(A + B)3 = A3 + 3A2B + 3AB2 + B3
(A – B)3 = A3 – 3A2B + 3AB2 – B3
A3 + B3 = (A + B)(A2 – AB + B2)
A3 – B3 = (A – B)(A2 + AB + B2)",
Toán,8,Đại số,Lý thuyết,Phân tích đa thức thành nhân tử là gì ?,Phân tích đa thức thành nhân tử (hay thừa số) là biến đổi đa thức đó thành một tích của những đa thức.,
Toán,8,Đại số,Lý thuyết,Phương pháp phân tích đa thức thành nhân tử bằng cách đặt nhân tử chung,"Khi tất cả các số hạng của đa thức có một thừa số chung, ta đặt thừa số chung đó ra ngoài dấu ngoặc () để làm nhân tử chung 
Các số hạng bên trong dấu () có được bằng cách lấy số hạng của đa thức chia cho nhân tử chung.",
Toán,8,Đại số,Lý thuyết,Phương pháp phân tích đa thức thành nhân tử bằng cách sử dụng hằng đẳng thức,"Dùng các hằng đẳng thức đáng nhớ để phân tích đa thức thành nhân tử.
Cần vận dụng linh hoạt các hằng đẳng thức để phù hợp với các nhân tử.",
Toán,8,Đại số,Lý thuyết,Phương pháp phân tích đa thức thành nhân tử bằng cách nhóm các hạng tử,"Ta vận dụng phương pháp nhóm hạng tử khi không thể phân tích đa thức thành nhân tử bằng phương pháp đặt nhân tử chung hay bằng phương pháp dùng hằng đẳng thức.
Ta nhận xét để tìm cách nhóm hạng tử một cách thích hợp (có thể giao hoán và kết hợp các hạng tử để nhóm) sao cho sau khi nhóm, từng nhóm đa thức có thể phân tích được thành nhân tử bằng phương pháp đặt nhân tử chung, bằng phương pháp dùng hằng đẳng thức. Khi đó đa thức mới phải xuất hiện nhân tử chung.
 Ta áp dụng phương pháp đặt thành nhân tử chung để phân tích đa thức đã cho thành nhân tử.",
Toán,8,Hình học,Lý thuyết,Tứ giác lồi là gì ? ,"Tứ giác lồi là tứ giác mà hai đỉnh thuộc một cạnh bất kì luôn nằm về một phía của đường thẳng đi qua hai đỉnh còn lại (Hình a ở ví dụ 1 là tứ giác lồi, hình b, c không phải tứ giác lồi).",
Toán,8,Hình học,Lý thuyết,Tổng các góc của một tứ giác bằng bao nhiêu ?,Tổng các góc trong một tứ giác bằng 360°.,
Toán,8,Hình học,Lý thuyết,Hình thang là gì ?,Hình thang là tứ giác có hai cạnh đối song song,
Toán,8,Hình học,Lý thuyết,Tính chất của hình thang cân,"Trong hình thang cân, hai cạnh bên bằng nhau.
Trong hình thang cân, hai đường chéo bằng nhau",
Toán,8,Hình học,Lý thuyết,Dấu hiệu nhận biết hình thang cân,"Nếu một hình thang có hai đường chéo bằng nhau thì đó là hình thang cân
",
Toán,8,Hình học,Lý thuyết,Định nghĩa hình thang cân,Hình thang cân là hình thang có hai góc kề một đáy bằng nhau.,
Toán,8,Hình học,Lý thuyết,Định nghĩa hình chữ nhật,Hình chữ nhật là tứ giác có bốn góc vuông.,
Toán,8,Hình học,Lý thuyết,Định nghĩa hình bình hàng,Hình bình hành là tứ giác có các cạnh đối song song.,
Toán,8,Hình học,Lý thuyết,Định nghĩa hình thoi,Hình thoi là tứ giác có bốn cạnh bằng nhau.,
Toán,8,Hình học,Lý thuyết,Dấu hiệu nhận biết hình vuông,"a) Hình chữ nhật có hai cạnh kề bằng nhau là hình vuông.
b) Hình chữ nhật có hai đường chéo vuông góc là hình vuông.
c) Hình chữ nhật có một đường chéo là đường phân giác của một góc là hình vuông.",
Toán,8,Hình học,Lý thuyết,Tính chất của hình bình hành,"Trong hình bình hành:
a) Các cạnh đối bằng nhau
b) Các góc đối bằng nhau
c) Hai đường chéo cắt nhau tại trung điểm của mỗi đường",
Toán,8,Hình học,Lý thuyết,Tính chất của hình chữ nhật,"Trong hình chữ nhật, hai đường chéo bằng nhau và cắt nhau tại trung điểm của mỗi đường.",
Toán,8,Hình học,Lý thuyết,Tính chất của hình thoi,"Trong hình thoi:
a) Hai đường chéo vuông góc với nhau;
b) Hai đường chéo là các đường phân giác của các góc trong hình thoi.",
Toán,8,Hình học,Lý thuyết,Tính chất của hình vuông,"Trong một hình vuông, hai đường chéo bằng nhau, vuông góc với nhau, cắt nhau tại trung điểm mỗi đường và là các đường phân giác của các góc của hình vuông.",
Toán,8,Hình học,Lý thuyết,Định nghĩa vuông,Hình vuông là tứ giác có bốn góc vuông và bốn cạnh bằng nhau.,
Toán,8,Hình học,Lý thuyết,Dấu hiệu nhận biết hình bình hành,"a) Tứ giác có các cạnh đối bằng nhau là một hình bình hành.
b) Tứ giác có một cặp cạnh đối song song và bằng nhau là một hình bình hành.",
Toán,8,Hình học,Lý thuyết,Dấu hiệu nhận biết hình chữ nhật,"a) Hình bình hành có một góc vuông là hình chữ nhật.
b) Hình bình hành có hai đường chéo bằng nhau là hình chữ nhật.",
Toán,8,Hình học,Lý thuyết,Dấu hiệu nhận biết hình thoi,"a) Hình bình hành có hai cạnh kề bằng nhau là hình thoi.
b) Hình bình hành có hai đường chéo vuông góc với nhau là hình thoi.
c) Hình bình hành có một đường chéo là đường phân giác của một góc là hình thoi",
Toán,8,Hình học,Lý thuyết,Tỉ số của hai đoạn thẳng là gì ?,Tỉ số của hai đoạn thẳng là tỉ số độ dài của chúng theo cùng một đơn vị đo.,
Toán,8,Hình học,Lý thuyết,Định lí Thalès,Nếu một đường thẳng song song với một cạnh của tam giác và cắt hai cạnh còn lại thì nó định ra trên hai cạnh đó những đoạn thẳng tương ứng tỉ lệ.,
Toán,8,Hình học,Lý thuyết,Định lí Thalès đảo,Nếu một đường thẳng cắt hai cạnh của một tam giác và định ra trên hai cạnh này những đoạn thẳng tương ứng tỉ lệ thì đường thẳng đó song song với cạnh còn lại của tam giác.,
Toán,8,Hình học,Lý thuyết,Đường trung bình của tam giác là gì ?,Đường trung bình của tam giác là đoạn thẳng nối trung điểm hai cạnh của tam giác.,
Toán,8,Hình học,Lý thuyết,Tính chất đường trung bình của tam giác,Đường trung bình của tam giác song song với cạnh thứ ba và bằng nửa cạnh đó.,
Toán,8,Hình học,Lý thuyết,Tính chất đường phân giác của tam giác,"Trong một tam giác, đường phân giác của một góc chia cạnh đối diện thành hai đoạn thẳng tỉ lệ với hai cạnh kề với hai đoạn ấy.
",
Toán,9,Đại số,Lý thuyết,Phương trình bậc nhất hai ẩn là gì ?,"Phương trình bậc nhất hai ẩn x và y là hệ thức dạng ax + by = c , trong đó a, b và c là các số đã biết (a ≠ 0 hoặc b ≠ 0).
Ví dụ :
Các phương trình x = 1; 2y = –3; x – 2y = 3 là các phương trình bậc nhất hai ẩn x, y.",
Toán,9,Đại số,Lý thuyết, Nghiệm của phương trình bậc nhất hai ẩn là gì ?,Nếu tại x = x0 và y = y0 ta có ax0 + by0 = c là một khẳng định đúng thì cặp số (x0; y0) được gọi là một nghiệm của phương trình ax + by = c,
Toán,9,Đại số,Lý thuyết,Hệ hai phương trình bậc nhất hai ẩn là gì ?,Một cặp gồm hai phương trình bậc nhất hai ẩn ax + by = c và a’x + b’y = c’ được gọi là một hệ hai phương trình bậc nhất hai ẩn,
Toán,9,Đại số,Lý thuyết,Nghiệm của hệ hai phương trình bậc nhất hai ẩn là gì ?,Mỗi cặp số (x0; y0) được gọi là một nghiệm của hệ (*) nếu nó đồng thời là nghiệm của cả hai phương trình của hệ (*).,
Toán,9,Đại số,Lý thuyết,Cách giải hệ phương trình bằng phương pháp thế,"Bước 1. Từ một phương trình của hệ, biểu diễn một ẩn theo ẩn kia rồi thế vào phương trình còn lại của hệ để được phương trình chỉ còn chứa một ẩn.
Bước 2. Giải phương trình một ẩn vừa nhận được, từ đó suy ra nghiệm của hệ phương trình đã cho.",
Toán,9,Đại số,Lý thuyết,Cách giải hệ phương trình bằng phương pháp cộng đại số,"Bước 1. Cộng hay trừ từng vế của hai phương trình trong hệ để được phương trình chỉ còn chứa một ẩn.
Bước 2. Giải phương trình một ẩn vừa nhận được, từ đó suy ra nghiệm của hệ phương trình đã cho.
Chú ý: Trường hợp trong hệ phương trình đã cho không có hai hệ số của cùng một ẩn bằng nhau hay đối nhau, ta có thể đưa về trường hợp đã xét bằng cách nhân hai về của mỗi phương trình với một số thích hợp (khác 0).",
Toán,9,Đại số,Lý thuyết,Các bước giải một bài toán bằng cách lập hệ phương trình,"Bước 1. Lập hệ phương trình:
– Chọn ẩn số (thường chọn hai ẩn số) và đặt điều kiện thích hợp cho các ẩn số;
– Biểu diễn các đại lượng chưa biết theo ẩn và các đại lượng đã biết;
Bước 2. Giải hệ phương trình.
Bước 3. Trả lời: Kiểm tra xem trong các nghiệm tìm được của hệ phương trình, nghiệm nào thỏa mãn, nghiệm nào không thỏa mãn điều kiện của ẩn, rồi kết luận.",
